Town,Median_Price,Avg_Price,Transaction_Count,Flip_Rate,Avg_Days_To_Sell,Avg_YoY_Growth,Recent_Momentum,score_growth,score_momentum,score_flip,score_days,Investment_Score,Rank
Cheshire,296000.0,331439.53625960415,8590,0.032363213038416765,467.31222351571597,3.0056519710446756,9.072404567077319,0.04065575344542853,0.5055811268173684,0.2642912580536245,0.3902229928789538,0.2773,139
Brookfield,350000.0,395912.48015936255,6275,0.032828685258964145,468.31346613545816,2.672401198321456,9.820031298904535,0.032073068811747596,0.5248923565036595,0.27396505791912806,0.35126831635954403,0.2762,141
Granby,279000.0,302206.19098822324,3906,0.03891449052739376,470.94137224782384,2.1201912900247923,9.15084477592696,0.017851215833658764,0.5076072406857609,0.40044491984941033,0.2490261319857474,0.276,142
Monroe,360000.0,390617.2844802555,6888,0.03339140534262486,466.13443670150986,2.1105863606898745,8.475716077997742,0.01760384632649529,0.4901686382408568,0.28565993728965533,0.43604635621924004,0.2758,143
Westport,900000.0,982214.6770291929,8735,0.04705208929593589,473.25804235832857,2.487133874802641,5.9846538257574515,0.027301613977016373,0.4258243962977004,0.5695667243258838,0.15889299844002025,0.2751,144
Berlin,252000.0,272069.34683027887,6275,0.027091633466135457,462.4787250996016,1.9715003039591976,9.135766088050701,0.01402176382415972,0.5072177575485881,0.15473325758400303,0.5782766809104274,0.2748,145
Canton,270475.0,316277.6165635256,4266,0.036333802156586964,466.12001875293015,3.9244368258258504,4.437871019530923,0.06431853625115226,0.38587093185583554,0.34681107939152234,0.4366073056953397,0.2731,146
Norwalk,392000.0,460193.32925751846,27233,0.027980758638416627,464.2706275474608,3.072427524783087,8.337101279132252,0.04237551995727454,0.4865882122008886,0.17321173727053418,0.5085603316117258,0.2717,147
Oxford,359950.0,353911.85383038415,4634,0.03107466551575313,465.4874838152784,3.2481867043442803,7.377178481106617,0.046902097937338474,0.4617933662642343,0.23751167744453971,0.4612169191872191,0.2716,148
Stafford,137544.5,150313.15683482506,4916,0.04048006509357201,469.33787632221316,4.512806919894549,3.6860595723437917,0.07947167430396306,0.3664516107971432,0.43298188845716246,0.31141227481538536,0.2711,149
Fairfield,540000.0,631849.7861988369,18055,0.04685682636388812,477.1722514538909,3.431891791846115,7.2382652702908565,0.051633318269543135,0.45820523223113596,0.565508620657398,0.006605484764044434,0.2696,150
Avon,355000.0,423179.27314186585,7782,0.03777949113338473,470.71446928810076,1.532451879496774,9.412921762370452,0.002714320677718339,0.5143767001837272,0.3768564939446396,0.25785409358369193,0.2693,151
East Lyme,280000.0,323463.8237982653,7148,0.030358142137660884,467.72971460548405,3.726728743174501,8.567909877332625,0.0592266767212853,0.49255000792550746,0.22262034031927025,0.37397994645746024,0.2691,152
Lyme,377000.0,479115.1524090462,1017,0.025565388397246803,459.02949852507373,6.799322112563739,0.6304239578887442,0.13835957619368755,0.2875244153447609,0.12301366468374852,0.7124734308325209,0.2662,153
Woodbury,270000.0,317860.531779076,3766,0.0323951141795008,462.5292087095061,3.921515168812347,2.9064644121263754,0.06424329063191551,0.3463146352712885,0.26495425197830014,0.5763125488862961,0.2658,154
Glastonbury,305500.0,356487.53726063215,13003,0.033223102360993614,470.5426440052296,3.3188028041278916,8.153439153439152,0.04872077553424432,0.4818442118288532,0.2821621359404072,0.26453918486938477,0.2577,155
Chaplin,165000.0,171847.9498525074,678,0.04277286135693215,467.7684365781711,3.344443363564475,0.6906885114589182,0.04938113359936461,0.28908105127869965,0.4806325348438302,0.3724734165810091,0.256,156
Bethlehem,270000.0,306681.18860510807,1018,0.019646365422396856,463.1483300589391,4.422227841556649,7.8416499733657465,0.07713886151727116,0.4737906842946219,0.0,0.5522248088941311,0.252,157
Redding,570000.0,609639.7517543241,2833,0.029650547123190964,470.63713378044474,1.4270595108061503,10.574057704151679,0.0,0.5443688900214861,0.20791455927875968,0.26086293442286745,0.244,158
Andover,220000.0,228151.99360856268,981,0.03567787971457696,472.6401630988787,4.456674912478634,4.688736781912365,0.07802602629069837,0.3923508049683638,0.33317919729158685,0.1829324132684853,0.2391,159
Mansfield,200000.0,213944.82830676434,4642,0.027574321413183972,470.62106850495474,3.0455745534106056,5.778935440125212,0.04168393691041784,0.4205106818108898,0.1647648478510806,0.2614879753445898,0.2129,160
Ridgefield,625000.0,684659.3922196797,8740,0.02688787185354691,475.495881006865,2.6598640827857785,9.762044350477355,0.03175018251210168,0.5233945512056232,0.1504985278333515,0.07182690782672552,0.209,161
Weston,800000.0,865869.4316505956,3526,0.030346001134429947,477.34203062960864,2.1155067096243694,9.899283899283903,0.017730567122511302,0.526939454479171,0.22236801669986195,0.0,0.2088,162
Colebrook,200000.0,225449.54358161648,631,0.03645007923930269,458.8732171156894,1.8542043796104846,-10.500971735536952,0.011000873822091445,0.0,0.34922763869943063,0.7185537670352815,0.1815,163
Wilton,760000.0,813190.2600727903,5770,0.025649913344887348,476.37313691507796,2.847055279326894,7.040293252149706,0.036571185605313236,0.45309160673992505,0.12477032682387634,0.03769609931402229,0.1793,164
Washington,424170.0,576691.8515673018,1627,0.024585125998770743,459.54148740012295,2.570994740650087,-6.907010247304934,0.029461403011545748,0.0928321752397864,0.10264110142447547,0.6925538223222318,0.1626,165
Greenwich,870000.0,965761.4986929974,12938,0.020405008502086874,469.7355078064616,2.4599425091221976,2.9771353028899545,0.026601315776693307,0.3481400673292552,0.015766700993756544,0.29594189277469596,0.1613,166
New Canaan,1050000.0,1071115.113582062,5441,0.02591435397904797,472.75078110641425,2.0532042081843267,2.744001784778453,0.0161260015355218,0.3421182188262982,0.13026613443226243,0.17862867248098624,0.1611,167
Darien,1000000.0,1055277.9735039654,5548,0.03586878154289834,477.0939077144917,2.707982239106093,-1.6043275059493025,0.03298943833580663,0.22980069176350537,0.3371466651653259,0.009653552200887816,0.1494,168
